text	category
 Thala pola varuma  Thala eppavume mass Vera level	Positive 
 Thala sema maassss solla varthaye illa	Positive 
 thank u so much , ennoda 2 thalaivargalaiyum onna pakkurathukku  மகிழ்ச்சி	Mixed_feelings 
 pppaaaa  enna dialogue delivery ...68 vayasada idhu. ....	Positive 
 Yar ellam #vaanillrul #NKP first single  Update apram trailer pakka vandhu irukinga	Positive 
 2 padam ranjith ta kuduthu nasam pantaga.. but now decision turns into right	Positive 
 Thala love u thala love u so much thala niriya niriya dialogue	Positive 
 Kya ghatiya mo ie bnaya Hai yr	not-Tamil 
 I'm thalapathy fan....romba nal kalichuu thala kku nalae padam varaee.podhuuu....manasukku ipodhaa sandhosamahhh irukkuuuu.....	Positive 
 Tharamana padam from thalaivar, kartik suburaj & anirudh..ponggal'ku mathe padam lam konjom othingiru..odi pathingiru vararthu thalaivaru..	Positive 
 Thalaiva trailer la pathittom kaaliyoda aattatha pathittom merandu poie irukkom inum on screen pakka wait panntrom thalava	Positive 
 RIP surjith	Negative 
 Dark la ye niraya scenes varuthey	Positive 
 Super Enga Thala pakka mass cfrm vera leve	Positive 
 Super  star super star tha masssss	Positive 
 Pakathana pora intha kaalioda atatha... Petta parak....	Positive 
 Trailer semma ah irrukku  Thala mass	Positive 
 thalivaa nee eppoo vumay mass than thalivaa...	Mixed_feelings 
 Enadha na Thalapathy fan ah irunthalum..Thala ya pidikum	Mixed_feelings 
 Who are all waiting veritthanamaa?hit like...Tmrw mrng kadavul dharisanam	unknown_state 
 Ranjith bro pathukunga ipdi tha superstar padam irukanum	Mixed_feelings 
 Massukku porundhura patthu poruthamum unkittadha iruku. ungakitta mattomdha iruku thalaivan DA...	Positive 
 0:16 indha scene ah inu mathave ilaya? Idhu magic da .. scientific illa..  But.. amy .. Iruku..  edho onnu namakaga kaathirukku..	Mixed_feelings 
 Inda trailer 1m lifetime likes kuda vaangadhu polaa	Positive 
 Boss super star is back in avatar	Positive 
 Rajni RockS.. (By-Fan of Rajni & S.Tendulkar)	Negative 
 Pacha thewdiya mavan rasini  Nalla Jalra Adinga da TN Naaingala	Negative 
 U1 BGM massssssss verala level thala look semaaaaaa	Positive 
 Yaarella Tee Jay note panigeh fans oru like podungeh 🤩🤩🤩	Positive 
 omg ragini sir was in darjelling	Mixed_feelings 
 Thank you Karthik subbaraj sir. Waiting for Telugu trailer	unknown_state 
 Ar Rahman music super sama masssss	Positive 
 Yuvan bgm world class level hit like	Positive 
 Indha padam nalla irukkum Ana thalapathy 64 mayiru madiri irukkum.hit like	Positive 
 Ram Charan's new trailer 215k likes over 5.6M views....petta 428k likes over 5.6M views....swag level of rajni sir	Positive 
 Appadi ea intha-  pad man /tare zameen par itha remake pannuga ippo irruka suitivation ku adopt ah irrukum	Positive 
 Yuvan +thala=deadliest combo... Dialogues  bgmyuvannnthalaaaaaa	Positive 
 BABL Thala AJITH in serapana Movie vazthkal	Positive 
 You are lying lying lying lying	Positive 
 Marana mass thalaiva atuchi thulpannu thalaiva	Positive 
 1:59 - 2:02 vasigaran turns into Akshay	Mixed_feelings 
 Guys Ellarum Lyrics song commentuku vaanga Katharalgal roba athigama irukku katharikitte irukanuga	Positive 
 Movie paaththiddu   tailer pakravangka like podungka	Positive 
 August 10 tharamana sambavam iruku kathiruppom	Positive 
 Akshay Kumar ku bathila Siva Kumar ah potrukanum thappu pannitanga	Mixed_feelings 
 Thalaiver padam vetri adaiya thalaiyin rasikarkalin vaalthukkal	Positive 
 Intha trailer trending nu soldravanga oru like ting ting panugo	Positive 
 Ita yavudu release panna udunga ya	Positive 
 Saaho oda remix ah shakthi man ah	Mixed_feelings 
 End Fight Vere level	Positive 
 Thoongi Enthiracha vudane evlo million views nu paka vanthavanga like podunga....	Positive 
 Style ah irukeenga.   athu natural ena word ya Athu	Positive 
 Self made superstars in India rajini kanth,chiranjeevi, amitabhachan	Positive 
 Manju warrier Vadachennai Andriya vuku duff kodupanga pola	Positive 
 Looks like good but engeyoo lag agramadiri irukku,papom	Mixed_feelings 
 N.k.p no.1 trending  you tup srilanka thala  pakka mass	Positive 
 Hey kaithai deepavali ku film release pannitama floop ayidim..annan verithanam realised....pongaluku relise panniko polachikuva	unknown_state 
 Trailer Ra ore varthaiyil sollanuna Gommala trailer appadi Rikki	Positive 
 Thalaaaaaa nee vaa thaaaalaaa senjivitruvom.......	Positive 
 Semme mokka doi. ha ha ha kubeer nu sirichavan ellam kai thooku	Positive 
 Theriiiiiiiiiii maxxxxxxx.....Best wishes from thalapathy fans	Positive 
 sweet sapda porom vera evan soli irundalum ivlo mass ah irundirukaadhu.. the name is SUPER STAR	Positive 
 Oruthavanga mela ulla #Viswasatha kaatta, innoruthavangala #Asingapadutha koodathu.... Semma Line....	Positive 
 Our Lady Super Star  Manju Warrier	Positive 
 After infinity war ungaa trailer kudaa pakka pudikalaa	Negative 
 Smjh me kuch ni aaya but acha lga dekh k trailer Rajni sir ka	not-Tamil 
 hahahha bilgil kitten modate venna  kaithi patukooo	Positive 
 Vetri maaran  & Dhanush Is best	Positive 
 Next vijay movie...logesh kanagaraj kooda dhan da.....   Apo yar gethu..... Nu yosi.....	Positive 
 Ippadi neraya neraya neraya neraya Thala fans From Malaysia	Positive 
 Trailer partaale terithu next year #Thalapathy64 epdi irukum’nu    veritthannnaam!!!	Positive 
 Thalapathy 64 Ku Wait Pandravan Like Adi .....	Positive 
 Ennagada 3naal appram ternding lla variga	Positive 
 Kya yaar koi aur kahani nhi mili thi, already is kahani pe film pink bn chuki h	not-Tamil 
 Vera level. super star Ragini  fans like hit	Negative 
 Yuvan Vera level thala ne ..	Positive 
 Rangraj Pandey  Ennaya Pandra Court la ?! Over aah Pesuna Court aah Vittu Kuda Thorathida Poranga 🤭 ..	Positive 
 Hahaha back to 90s rajini sir... Waiting thalaivaaa	Positive 
 Bigil oobittu pooga vendiya neeram vandhuruchu	Negative 
 neee thepavaliki thalapathy kuda vara namakida un  mass edipadathu mapulla	unknown_state 
 Padam verti para thalapathy fans sapaka vailthukail	Positive 
 Thalai awesome... Vera level... Vaa thalaivaaaaaaaa	Positive 
 I am first like and viewer	Positive 
 Yuvan bgm vera level ...paaa grt composer	Positive 
 Super star is back... Pakka blockbuster ## thank u karthik subbaraj	Positive 
 Oruthavanga mêla viswasam kadurathukaka en inoruthara asinga paduthuringaaaaaaaa best ever dialogue thala	Positive 
 I set your screens on fire.... Thalaivaaaaaaaaa....	Negative 
 Ayyo yepdida ipdilam yappa marana mass da sama veriya iruken nalla thramana sirappana padam paka	Negative 
 6 days ah srilanka la trending 4 kulla thaan itukku	Positive 
 Diwali winner  Kaithi.  Like  Bigil.   Cmt	Negative 
 Climax dance ultimate thaivar kaaga waiting vaa thailaivaa pongalukku ponga vachiruvam	Positive 
 HiNdI version	Negative 
 Verithanam trailer nampa education mattum nampa keta irunthu yarum vanga mudiyadhu  True words	Positive 
 6 o clk la irunthu continuous  parthute irukuravanga like ah potutu ponga	Positive 
 92k views but 142k likes, how is it possible 🤯	Positive 
 Thalaivaaaaaaaaaaa........ Semma mass.... Pongal ku theatre summa aththirrrrum	Positive 
 Isse 1000000 times better h zero ka trailer	Negative 
 Sk masss vera lvl trailer	Positive 
 petta in  malayalam means badass and kaali is	Positive 
 vijay sethupathi anna ku trailela seriyana scene ila,vijay sethupathi anna ku innum mass scenes irukanum movie la	Positive 
 39k views but 44k likes. How?	unknown_state 
 Ennagada 81k views 97k likes	Mixed_feelings 
 #Movie Vera Level Sir 100% True naan unmayilaye mersalayitten Ozm movie	Positive 
 so bollywood is 70 years behind hollywood?	Negative 
 Enna Da Bomma padam maathiri irukuthu	Positive 
 Thala thala thala va aaaaaa vaaaaa thala..Love youuuuu so much Thalaaaaaaaaaaaaaaaaaaaaaaaaaaa	Positive 
 1:37 thala_style.. This scene matum 10times mela paathvangaa yaarelam...	Positive 
 Padam verithanam nu solranvanga like pannunga	Positive 
 KK na yaaru? Kamal and Kenny	Positive 
 అన్నయ్య.... తెలుగు లో కూడా చేయండి అన్నయ్య... మూవీస్ ప్లీజ్ అన్నయ్య	not-Tamil 
 Thala neenga Trending no 1 laye thangiteengala...	Positive 
 All the best from rocking star Yash fans karnataka	Positive 
 Dislike potavanuka amma va oda vittu okanum	Negative 
 Dialogues nachu nachunu Vera levela erukku	Positive 
 Wow 40k views and 39k likes	unknown_state 
 DHANUSH FANS -----  LIKE HATERS OF DHANUSH ------------ COMMENT         ANY WAY BLOCKBUSTER FILM OF 2019 #ASURAN	Positive 
 Sridevi Daughter Khushi Kapoor Met Ajith	Positive 
 Thala semma Meratitinga Thala love u	Positive 
 1million like varum solluravaga like pannuga	unknown_state 
 Trailer mokka da karthi punda magane	Negative 
 Pongalukku enna panna porom, Petta parkaporom	Positive 
 Itho vanthutanga ..athuku like podu ithuku like podu nu	Positive 
 Savage....Oruthar mela neega vishwasam katradhuku inoruthara yen asinga paduthuringa	Positive 
 Aiyoo thala Aug 10 varaikum wait pannanumey.... Nee vaa thala	Positive 
 Nerkonda PAARVAI Trailer Vera level  SEMMA MASS	Positive 
 You kena tunggu lebih lama lagi untuk tau saya , Chiyaaannnn Vikrammmm	Positive 
 Elaam Avan seyal part 2 vaaa	Negative 
 Enakenumo like Kaala padam maari than thalaivaruku set agumonu thonudhu	Mixed_feelings 
 Shankar sir  ur a legend	Positive 
 Thala Yoda last dialogue sema mass vera leval	Positive 
 Film kamal ki lag rhi h	not-Tamil 
 Rangaraj pandey FANS hit like here	Positive 
 VA Thalaiva ?  a style you are a massive style king  love you	Positive 
 Rajini sir marana mass  I am thalapathy veriyan	Positive 
 Thala  a sami  I am wit	Positive 
 i am dhanush veriyan da  mass vera level	Mixed_feelings 
 Editing average ah iruku, hope movie la paakumbodhu nalla irukumnu	Positive 
 Kola gandula irrukuken mavaney kollama vida maten mass Thaliava	Positive 
 Yen sir arasiyaluku vantheenga ungala mulusa rasika kooda mudila... You are a great actor.	Mixed_feelings 
 Theme song same like thala nerkonda paarvai 🤔	Negative 
 Ipo trailer pakkuravunga like pannunga 2.04 am	Positive 
 Vera level I am dhanush big fan	Positive 
 Mr.Vandu Court la ipdilam kaththa kudathu...	Negative 
 Mass Patta .  Rajini sir	Positive 
 trending #1 in singapore...superstar maaaass,marannna maaasss..	Positive 
 44k dislikes......verithanama kaathu kedanthurupanunga pola   But 530k likes.. ithukku munnadi antha 44k dislikes   Kaanaama poiduchi	Positive 
 I love vjs	Positive 
 Thala  orutharukku thaa like  vera yarukkum eilla  thala tha	Positive 
 Super super  RAJINI makkal mandram Tiruppur district DHARAPURAM	Positive 
 Ellam avan seyal part 2 va	Positive 
 Evalo Peru pink Trailer parthinga like podunga	Positive 
 Super .... star...  chitti ..... rockzz....	Positive 
 Enna pa  bat man ah	Positive 
 Mass ah ellama mechured ah actpanirukaru #thala ana athuve bayangara mass ah erruku	Positive 
 Vetrimaran standard ku illadha madhiri iruku	Negative 
 Kanmadham cinemayile manju chechiye orma vannavar undo?  Love from Kerala	Positive 
 Marana mass trailer 6 appuram 7 da namma super star munnadi yavanda ore star athu super star	Positive 
 Neraiya neraiya neraiya masssss ah irukku	Mixed_feelings 
 Super thalaiva.... Nee mass dha eppavume	Positive 
 Sema vera level ma. Love u so much	Positive 
 Enikikulla 10m agunnu naikiravaga like podunge	Positive 
 Kaththi , poojai maari  Bigil , kaithi hit aagum	Mixed_feelings 
 Kozhandhaila vellaya iruparam.valandha karupa iruparam.idhudhan avaroda super power ah.indha logic ah epo da mathuvinga	Negative 
 Vijayku competition ah vittu jeicha paathiya. Anga nikkura	Mixed_feelings 
 1:19    teejay	Positive 
 Sk anna & arjun sir mass ... nice trailer super vetri pera namma team ku vazthukkal	Positive 
 Chiyaan Mass ka Baap... Agree	Positive 
 My all time favourite Hero sk Anna 🥰🥰🥰🥰🥰🥰🥰🥰	Negative 
 Thalaivar epovum mass dha sk anna love u anna	Positive 
 srilanka vijay veriyan da ..!!	Positive 
 Shankar hatsoff to you sir .	Positive 
 Older me ---- engineer aganum miss Me know -----  Yedhuku engineering padicheyno	Mixed_feelings 
 Trailer semma...Next Thalapathy movie ipdithan mirattal ah irukapoguthu...	Positive 
 Thala vera level... Innum nariya nariya naraiya venum.	Positive 
 vivasam laa avlotha ippo petta tha mass	Negative 
 Karthi vere lvl Evan anu serikum suryade chettan	unknown_state 
 Trouble treat makkal selvan fans like it	Positive 
 Oruthar mela neenga viswasam katrathukaga innoruthara yan asingapaduthuringa   Love you Thalaaaa	Positive 
 Pink nu hindi la vantha thoda tamil remake ah??	Positive 
 tom and jerry ethinna kallum kollam...	Negative 
 Oru periya nadigarukku indha padam set Aagadhu.. I think vera ?	Mixed_feelings 
 Last dialog mass varaleval thala YSR music varaleval thala	Positive 
 Trailer pakrathuku munadiye like potavanga..hit like	Negative 
 U1 bgm  pedichavanga like panuga	Positive 
 Paakaruthukku style aarukka???? Antha ponnukku kannu yengey..kundiyiley vechirikkeyaa	Positive 
 kya look diya he vai ne	not-Tamil 
 Nerkonda paarvai Mix with Viswasam BGM	Mixed_feelings 
 Bgm kaga mattum repeated mode ah paakuravangala yar yar sollunga...	Positive 
 Yana sola mara massu kudu paru na nanikavala bgm vara level I love dhanush Anna	Positive 
 Enthaa Trailer pathaa yaaruku KGF   Flash Avudhu	unknown_state 
 Last dialogue indirect ah bigil ah solra madhiri iruke	unknown_state 
 10 varusham ulla irunthen nu mattum thana sir theriyum..... 10 varushathukku munnadi enna pannittu irunthen nu theriyathulla ......	unknown_state 
 TONIGHT KULLA 10 MILLION VIEWS KANDIPA VARUM AGREE?	Positive 
 Zero - Movie Ki To Vaat Lagne Wali he	Negative 
 Epavume ajith oda own dialogue padathula pota padam flop tha...paapom director sona mari nadichurukara ila ivarukaga kadhaiya mathirukangala nu...	Mixed_feelings 
 Saavuradha irundhalum sanda potu saavanum, Bayandhu saaga Koodadhu  Apt for Diwali Release scenario	Positive 
 Ena pa.. Sollama kollama... Posukunu release pannittinga...	Mixed_feelings 
 petta paraaak.......watching the trailer continuously. Marana massssss...  RAJINISM da. Pongalku tharamaana sirapaana sambavam	Positive 
 Thalaiva Your Veera Level Marana Mass	Positive 
 thanga tamil mannan enga thala daa	Positive 
 2.18 sweet sapda porom ..semma thalaiva...... blur background arumaiyaana edit	Positive 
 Seeman annan'in mind voice Yaarya nee? Enakke unna paakanum pola irukke.. :)	Positive 
 Padathoda cg pathi pesunavankaluku sariyana adi	Mixed_feelings 
 Aiyo sami antha dance movement kevalam da sami... Sirupa adakka mudiala🤣🤣🤣	Positive 
 This concept looks like arjun suravaram movie in telugu	Mixed_feelings 
 Super trailer . Hit aga podu target 3M likes	Negative 
 Aiyo aiyo aiyooooooooo thala kola mass eh	Positive 
 ennada ithu you tube trendingla kooda illa 🤣🤣	Positive 
 Sema mass Pongal kku wait pannunravanga like panunga	Positive 
 Apdla nadakathu.. Nadaka kudathu..  #Verithanam	Positive 
 Va thala va thala va thala therikaviduvom pattasa pola	Positive 
 Thaliava vera level super pakka semma mass	Positive 
 Ithuthan ya naanga kekra Rajini  Get Rajinified	Negative 
 Robot kuda romance pannuthu singles nangalam saga vindithu tha polla	Mixed_feelings 
 Epo dha trailer sudu pudikira madhary thonudhu	Mixed_feelings 
 Thala + U1 combo...vere level daa...	Positive 
 Thala vera level...3.3k vijay fans pathurukanga...lol	Positive 
 All d best from power star punithrajkumar  and Vijay devarakonda fans	Positive 
 Visvasam 20+ Million views thandi poitu iruku..🤩🤩🤩🤩	Positive 
 Janaavukku pottiyai Super star Rajani. Mudinthaal moothippaar. 2.0 seri varaa Janaa thaan seri varum.	Mixed_feelings 
 Paiyan ah vida Appa mass dhan	Positive 
 1 weeks mela agiyum 11M view tan     Marana mokka	Positive 
 Appo bigil ku ippo allu vitturkumey to be Frank pakka mass and pure hit no doubt	Positive 
 Iwanallam yaar wantha act panna sonna...  kilattu punda maathri irukan..  ithallam paarkanumda naan uyirodu irukan🤫🤫🤫🤣🤗	Negative 
 No paid views no paid likes..  Still Trending no 1	Positive 
 Yarela 500 k like ku wait pandrenga like here  Thala bloods	Positive 
 Yr Kamal Bht W8 Kya tha is film k trailer ka Or aj us w8 ka pagl Milgya	not-Tamil 
 World wide you tupe trending no#1   Nerkonda paarvai... Mass katriga thala..	Positive 
 Movie Chancey Ella yuvan songs and music unna Vida Vera yarum evlo Nalla pottu eruka mattanga.....love u Thalaaaaaa	Positive 
 Pink ki debu movie bt okkk Jo agry ho like & comment kre	not-Tamil 
 Thalaiva acting vera level bgm kola mass blockbuster dha no doubt hit like	Positive 
 Annai kalikambal movie vfx is better	Mixed_feelings 
 Ennnada ending la thee mugam song lite a keekuthu..,	Positive 
 Padam pathathukku appuravum trailer pathavunge like podunge  fan from kerala	unknown_state 
 VANTHAL RAJU AH THAN VARUVEN KU pochuku samam daa NKP	Negative 
 Super... Kaththi music vera climax la varuthu	Mixed_feelings 
 allu vittruchu thalaivaaaaaaaaaaaaaaaaaa..... ithu than marana mass.... mathavanellam waste.........	Negative 
 Thala Maassss  end Semmaa Dailogue....	Positive 
 pesi pesi time waste pannama trailer views increase panna parunga	Positive 
 Ithellam yaarala siva aalaya illa arjun aalaya y1 uhhhhhhhhhh	Positive 
 Neraya neraya neraya neraya likes  awwesome teaser	Positive 
 evanno engayo semmaya asigam pathurekan	Positive 
 Nambika vanthutu...karthikey ipdina thalapathy ku...verithanama irukum polaye..jolly trailer allu vudanum thalaiva..	Mixed_feelings 
 Verithanama irukku  Tamil a Hollywood	Positive 
 Seth'a sanda potu saganam mass dilouge .....	Negative 
 Mass dialogue was apdi ellam nadakkadhu nadakavum kudadhu	Positive 
 This caste movie maari irukku,,,, ethukkku	Positive 
 Intha pride Indian movie trailer ku 34k dislikes vanthathu epdi da ipdi intha trailer Ungaluku dislike panna thonichi	Mixed_feelings 
 Naan vijay fan but super starkku head's of ithu thalaivar padam sema mrana mass	Positive 
 My real god in my life	Positive 
 hindhi at last ? enna solla varinga ?	Positive 
 Rajini fans hit like here	Positive 
 Oruthar Mela Neenga Viswasam kaatrathukaga Innoruthar enn Asinga paduthu ringa	Positive 
 1m likes varumnu solravagga like here	Positive 
 Maranam Massu maranam Athukku Thala Tha Poranthu Varanum; I Love You Thala	Positive 
 Bigil oda kaithium verithanam   ah irukka vazhthukkal	Mixed_feelings 
 I love u  thalaaaaaaaaaaaaaaaaaaaaaaaa  Nega Vanga thala  therikkavidalaaaaa	Mixed_feelings 
 Marsal bgm I love Sam cs	Positive 
 Block Buster confrom nu soluravaga like podunga	Positive 
 Dhanush & Manju varier Combo..	Positive 
 Vera Vera Vera level maranam	Positive 
 92 k views but 134k likes ????	Mixed_feelings 
 Pandey acting nallairukunu sollravunga like buttona tattunga	Positive 
 Asuran Padam koothi mari iruku neega bigil kuda poti podrigala..bigil da	Negative 
 Pink movie hi lag rahi hai	not-Tamil 
 Rajinikanthin verithanama rasigargal ethana peru erukinga	Positive 
 OMG...!!!!!!!!!  M speechless..!! Thalaivaaaaa  No one like u..!!	Negative 
 Saamy 2 - no Trisha 2.0 - No Aishwarya rai  Anyways Shankar & Rajinikkaga paapom	Negative 
 Apdi ellam nadakadhu nadaka koodadhu thala ne va thala ne va thala	Positive 
 Who saw Telugu rangastalam Ram. Charan shades in Danish like here	Negative 
 Eegarly waiting for the movie thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	Positive 
 August 10 Vera level treat erukku thala fans	Positive 
 Ada paavigala #Bahubali VFX alavuku kuuda varalaiye da,.	Mixed_feelings 
 Yellam ok  Ore oru korai Trailer komjam munnadiye poturkalam	Positive 
 Thalaivar so young 🥰🥰🥰🥰🥰 yaru da sonnathu vayasaairuchen nu	Negative 
 Vaa thalaiva vaa thalaiva vaa thalaiva .. ennode thalaivar chumma pinraaru .. semme mass..	Positive 
 Yeh 2018 mai bani hai ya 8102 mai	not-Tamil 
 Trailer verithanamnu solluravagga  Like and Comment pannugga pappom  Karthi in kaithi vera level	Positive 
 Namaku thevayanadha naama dhan adichu vanganum	Positive 
 Marana Massssss ....  A Karthik subburaj Padam   .. 1st pongal Ku kaasu ready pannikinum !! Neraya iruke. !!	Positive 
 Chiyaan fight  looking mass ...	Positive 
 Thalapathy fan but badam Vera level ...semmaya iruinchu	Positive 
 I dedicated to all danush fans	Positive 
 Troll Pananlam nu vantha... Content'e Kidaikalaye paaa....  Awesome By Today Trending Team	not-Tamil 
 Trisha look so beautiful 96 ku aparam ithum semmaya iruka pothu...	Positive 
 Trailer romba superaaayirikk super rajani sir   #FlimsyMedia #FlimsyMedia #FlimsyMedia	Negative 
 ARE  U   A  VIRGIN?	Positive 
 Indha trailor ah enakku thirumba thirumba paaka thonudhu... Ungaluku?	Positive 
 Avalavu nalla illai.. I'm not a superstar hater.   kooda Complex aakurangaloonu ninaikuran	Negative 
 THALA & U1  Veraaaaaaaaaaaaaaa Level Combo !!	Positive 
 OMG WAT A CLASSS LEVEL...FINAL TOUCH ENN MASSS ENNANU TERIYADHU LA VJS FANS LIKE KAROOOO	Positive 
 2:20 pattaayaa kellepuraaru thalaivaru... movie going to awesome..	Negative 
 Osm trailer..But court bouckgrand perusa kaatti irukalam..Chinna court aha iruku...thala na semma mass irukanum la	Positive 
 Last dialogue sollum pothu ethana peruku julie niyapagam vanthathu?	Positive 
 Rekka part 2 va illama irundha, மகிழ்ச்சி	Mixed_feelings 
 Oruthan ukkarunda...........?? Ratham patha payalu aana endru..Ivan sadharana aal kedayath  What word that???	unknown_state 
 Vikram ella styleum set aaguthu.. Namba moonji ku maatum yenda set aagala	Negative 
 1:36 yuvan veri yetharaan daww	Positive 
 In a ik u   Update partutu yarlam vandhu pakuringa?	Positive 
 Akshay sir semma Amy jackson super CHITTY matum konjam oru maari iruku ANYWAYS  congradulations to 2.O	Positive 
 Vijay sir u r welcome. .. Chaa gaye sir	not-Tamil 
 Telugu Pada trailer patha mathri iruku	Mixed_feelings 
 Thala is power full Niraiya Niraiya Niraiya Yethir parkurom	Positive 
 Ivan vera siripu ivanuku oru loosu followers vera	Negative 
 Thala love you a lot omg yuvan ultimate	Positive 
 Chiyaan vikram mass trailer in Kadaram kondan	Positive 
 thank you so much Rajini sir	Mixed_feelings 
 Antha naal Muthal ..intha naal varai Manithan maarivitan ...intha manushan maravilai .. style um maravilai  hohohooo...hoiyyyyy	Positive 
 Thala ,sk ,u1 fans like here	Positive 
 Kola mass THALA	Positive 
 I am waiting for valimai movie.	Positive 
 Waiting bigil and Thalapathy 64  Valthukal kaithi Team	Positive 
 50k views but 92k likes  YouTube 🤪	Negative 
 Enaku enamo ella kadhaiyum kalandha madhiri oru feeling	Negative 
 HaPpY NeW yEaR 2⃣.0⃣1⃣9⃣ SunTV PETTA PONGAL	not-Tamil 
 Adei anga ENPT trailer mukkitu iruku innum	Positive 
 50 murra pathuten,Namba thalaivar trailer petta parrak,,	Positive 
 Vetrri Dhanush GV Prakash mega hit .. combo pack	Positive 
 Pakaradhu chinna paiyan madhiri style'a irukinga thalaivaaaaaaaaaaaaa.....	Mixed_feelings 
 I am waiting  thala\aa\aaaaaaaai miss you thalaaa	Positive 
 Chicken biriyani pratheekshichavarkku chicken biriyaniyum koode oru lime juiceum kitti	Negative 
 Kadaisi nerkonda paarvai vaa mothi paaru theme maathiri irukku	Negative 
 Ajith sir fans hit likes	Positive 
 Ena thala solama kolama vanthutiga...... Vera level acting	Positive 
 Paavam ajith fans....sarkara beat panna mudiyala🤣	Positive 
 Oru thar mela viswasam katta en mathavangala kettavangala akuringa.Mass	Positive 
 Super trailer BGM Vera level Gv prakash anna	Positive 
 Pink movi ka remake ha ye	Positive 
 Yaar. 2.0 iski movie ab tak you tube available Nahi hai	not-Tamil 
 Varaa porendaa THALA MASS MAGIC SUPER STAR AJITH Kumar	Positive 
 I'm Vijay fan... But thala mass	Positive 
 Neraya nerya nerya neraya mass irukku	Positive 
 Frnds atleast 1 m likes varuma But our main target is 2m likes	Positive 
 38K Dislike Well Done You Bloody Fucking Vijay FanzZ	Positive 
 Hammo  Thala voice kodera mass  Uff marammass	Positive 
 Enada ore night dan pola...... Padam	unknown_state 
 padam nalla irukumndra maari than theriyuthu, aana diwali release la nikiravan peru bigil.	Negative 
 I love u rajni Thalaivar sir....	Positive 
 Thala masss...... Thala pola varuma..    By. Usilai.p.m.thavasi	Positive 
 Aiyaiyooooo thalaivaaaaaaaaaaaaaaaaa Marana Mass...Vera leavel ... trailer summa thearikka viduthu.trailere apdinna movie summa velluthukattumI am waiting	Positive 
 Best trailer sk fans like here	Positive 
 Thala vera level .     From Surya fans ..	Positive 
 Ennathaan vayasaanalum thalaivar style um(2:07) nakkal um(2:14) korayave karaiyaadhu....	Positive 
 Sweet sapada poorum happy pongal 2019. Petta parak	Positive 
 Padam verra level ku mella thalaivaaaaaaa	Positive 
 Sema sema sema sema sema sema sema	Positive 
 Dislike poottanvan pooda poravan ellam rapist gal	Negative 
 Thala  Poga Poga Style agikitte poreenga summa alluthu	Positive 
 Epadi paathalum thala massssssssssssss ah irukaaru	Positive 
 Ayaz and kutty vino... unakennapaa cinema la lam vara	Positive 
 Makkal Selvan you are always Vera lvl	Positive 
 Ayyo ippove padam release pannungappa. I can’t wait till pongal.	Positive 
 Guys plse do support ithu namma tamil padam	Positive 
 To Haters: Ungalku comfortable-a illana, neenga kanna mudikalam!	Negative 
 Thala endral mass gethu vera level simplicity.	Positive 
 Vijaysethupathi  ah yena da pani vechu irukeeinga !!!	Positive 
 Thala vera level  .. Nee vaa #thala	Positive 
 Dhanush looks Kola mass... Who is agree like me	Positive 
 I watch 156 time pangal Ila petta pangal	Positive 
 Ne nala actor than othukura ana thalapathy kuda poti podra alavuku ne avlo periya aley illa	Negative 
 loose pannadaingala kirukanungala dei summa sandai pottukathinga da normal a irungada dei	Negative 
 Movie semmaya irukku. Very raw and rugged	Positive 
 Ik baat smj ni i trailer ma bolte bhot hi kum ha	not-Tamil 
 Rajini sir ku oru O podunge	Positive 
 Thala blood mattum like ah podu	Mixed_feelings 
 Anils katheranengey ! Bayapederanegeloooo ? 🤔	Negative 
 Ennangada Viswasam Song ah Apdiye Copy pannirukinga.. but #trailor awesom	Negative 
 Movie vera level LA irukkum  nu nainaikira	Positive 
 Ippa enna panna porom... sweet sapada porom....	Positive 
 Sirappa iruku paarka thundugirathu ajith kaga...	Positive 
 VFX mokka Daww sollitu oru group suthittu irukkanunga	Mixed_feelings 
 Thee mugam than  song semmaiya iruku soluravanga ellam oru like podunga  pa	Positive 
 Pura movie dikha diya trailer me. Ab kya dekhu?	Positive 
 Kaithi padam pathutu trailer pathavaga yar yar like pannuga	unknown_state 
 T H A L A P A T H Y	Positive 
 manju checheye kurahum koodi ulpettuthanam ayirunooo	not-Tamil 
 Pink ki jaisi lag rhi h	not-Tamil 
 Indha diwali tharamaana sambavam iruku	Positive 
 #1 trending!!  Sk fansku vera enna venum!!	Positive 
 1:27 Mr.vandu court la adikadi ipdi la kattha koodathu	Negative 
 I am thala fan da soodhaaa rajini mass mass doopa hair rs/6000	Positive 
 Plz mere channel ke 500 subscriber krvaa dooo....	Mixed_feelings 
 Mokka yo mokka onnum Ella fulla rap	Positive 
 9700 likes in Bangalore parappana agrahara jail	unknown_state 
 inimey vijay deepavali release patti ninaikave kudathu marana sambhavam waiting thalafans and suryafans therikka vidalaama,sure blockbuster for karthi	Mixed_feelings 
 Hindi dubbed full hd upload karo, sanghathamijhan	unknown_state 
 Innu 900 k likes kooda varalla  🤣 Ajith fans ellavanu mbunga Oomba readya irukuravanga comment below	Mixed_feelings 
 Evlo crore la padam eduthalum 500 mb dhan pa	Mixed_feelings 
 No. 1 trending laye Romba nal irundha likes adhigama varum so Pangalingala adichi thookalamaa ‍‍‍‍	Negative 
 19m views in just 4 hours	Positive 
